CODIGO CIE,CODIGO INEP,DIRETORIA,ESCOLA,MUNICIPIO,NIVEL ENSINO,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
036250,35036250,MARILIA,MARIA STELLA DE CERQUEIRA CESAR PROFA                       ,MARILIA,ANOS INICIAIS,2.43,2.57,3.46,3.10,3.37,3.71,,4.01,4.57,4.85,4.74,5.91
036286,35036286,SUL 1,LAURO PEREIRA TRAVASSOS PROFESSOR DOUTOR                    ,SAO PAULO,ANOS INICIAIS,,,,,,3.05,,,,,,
036729,35036729,SUL 3,CARLOS DE MORAES ANDRADE PROF                               ,SAO PAULO,ANOS INICIAIS,2.31,2.26,2.83,,,,,,,,,
036961,35036961,LESTE 3,MOZART TAVARES DE LIMA PROFESSOR                            ,SAO PAULO,ANOS INICIAIS,2.53,2.27,2.59,2.93,2.10,2.15,2.83,2.57,3.63,4.77,4.38,4.18
036997,35036997,LESTE 1,LUIS GONZAGA CARVALHO MELO PROFESSOR                        ,SAO PAULO,ANOS INICIAIS,3.78,3.81,3.76,3.79,3.75,3.60,3.93,4.19,5.08,5.15,4.57,5.63
037011,35037011,LESTE 1,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR                     ,SAO PAULO,ANOS INICIAIS,,,3.19,3.57,,,,,,,,
037047,35037047,LESTE 3,ANISIO TEIXEIRA PROFESSOR                                   ,SAO PAULO,ANOS INICIAIS,4.25,3.89,3.67,3.78,3.88,4.03,4.02,4.87,5.33,5.57,5.54,5.21
037072,35037072,LESTE 2,JOAQUIM EUGENIO LIMA NETO                                   ,SAO PAULO,ANOS INICIAIS,2.59,2.60,2.80,2.62,3.10,3.33,3.29,3.55,4.44,4.61,4.53,5.72
037461,35037461,SUL 1,MESSIAS FREIRE PROFESSOR                                    ,SAO PAULO,ANOS INICIAIS,2.04,2.30,1.78,2.29,2.32,1.89,2.43,2.84,3.83,2.89,3.63,3.36
037497,35037497,GUARULHOS NORTE,BENEDITA DE OLIVEIRA ALE PROFESSORA                         ,GUARULHOS,ANOS INICIAIS,2.99,3.67,3.38,4.50,,,,,,,,
037515,35037515,GUARULHOS NORTE,FIORAVANTE IERVOLINO                                        ,GUARULHOS,ANOS INICIAIS,3.67,3.96,5.10,4.15,4.78,4.28,4.88,3.95,5.90,4.95,4.91,5.63
037540,35037540,TABOAO DA SERRA,JOAO MARTINS                                                ,EMBU,ANOS INICIAIS,2.84,2.35,2.75,2.64,3.21,3.37,4.48,5.55,4.10,4.85,5.40,5.20
037597,35037597,CENTRO OESTE,ALCIDES DA COSTA VIDIGAL                                    ,SAO PAULO,ANOS INICIAIS,4.67,4.45,5.52,5.57,5.63,5.31,6.35,6.13,5.81,5.76,6.34,6.99
037722,35037722,NORTE 1,CACILDA BECKER                                              ,SAO PAULO,ANOS INICIAIS,3.41,3.69,3.71,3.66,3.28,4.33,4.13,4.77,4.85,4.80,5.37,4.49
038015,35038015,JAU,FRANCISCO SIMOES                                            ,DOIS CORREGOS,ANOS INICIAIS,2.83,3.45,,,,,,,,,,
038222,35038222,SUL 2,JOSE JOAQUIM CARDOSO DE MELLO NETO PROFESSOR                ,SAO PAULO,ANOS INICIAIS,2.49,2.54,2.86,3.10,3.15,3.13,3.88,3.77,4.22,3.76,3.89,3.86
038258,35038258,SUL 1,FRANCISCO DE PAULA CONCEICAO JUNIOR PROFESSOR               ,SAO PAULO,ANOS INICIAIS,2.49,2.43,2.83,2.95,3.67,3.30,2.66,3.11,5.24,4.79,4.22,4.58
038283,35038283,SUL 3,JOAQUIM ALVARES CRUZ PROF                                   ,SAO PAULO,ANOS INICIAIS,1.22,1.59,2.23,1.26,4.98,,,,,,,
038465,35038465,MAUA,JOAO PAULINO DE FARIA JUNIOR PROFESSOR                      ,MAUA,ANOS INICIAIS,5.06,4.34,4.97,4.64,5.70,5.49,6.01,5.62,6.26,6.26,7.27,7.01
038490,35038490,SANTO ANDRE,CELESTINO BOURROUL PROFESSOR                                ,SANTO ANDRE,ANOS INICIAIS,2.73,2.94,2.84,4.14,3.95,3.55,4.17,4.39,5.69,5.54,5.41,4.67
039019,35039019,SAO CARLOS,ANDRELINO VIEIRA PROFESSOR                                  ,SAO CARLOS,ANOS INICIAIS,3.46,4.15,4.03,4.16,3.94,5.49,4.91,5.51,6.63,6.57,6.07,6.25
039226,35039226,NORTE 2,LUIZ LAZARO ZAMENHOF DR                                     ,SAO PAULO,ANOS INICIAIS,4.26,3.77,4.40,4.65,4.02,3.93,5.32,4.85,5.14,5.40,5.20,5.53
039251,35039251,LESTE 3,CARLOS HENRIQUE LIBERALLI PROFESSOR                         ,SAO PAULO,ANOS INICIAIS,2.70,2.42,2.63,1.81,2.51,2.60,5.00,3.50,4.53,4.02,3.87,4.03
039408,35039408,SUL 2,ELYO FERREIRA DE CASTRO PROFESSOR                           ,SAO PAULO,ANOS INICIAIS,2.43,2.64,3.11,3.52,4.17,3.88,4.75,5.21,5.59,4.64,4.82,4.18
039469,35039469,GUARULHOS NORTE,SERAPHINA RENZI MARTELLO                                    ,GUARULHOS,ANOS INICIAIS,1.77,1.81,2.81,2.81,4.07,5.90,3.51,3.59,3.63,5.96,4.58,4.85
039512,35039512,DIADEMA,OLGA FONSECA PROFESSORA                                     ,DIADEMA,ANOS INICIAIS,3.92,3.78,4.79,4.81,4.57,5.68,5.55,5.75,6.06,5.74,5.77,6.16
039676,35039676,TAUBATE,MALVINA LEITE E SILVA PROFESSORA                            ,CACAPAVA,ANOS INICIAIS,3.82,2.36,3.20,2.70,3.11,,,,,,,
040162,35040162,PRESIDENTE PRUDENTE,MARIA EVANILDA GOMES PROFESSORA                             ,PIRAPOZINHO,ANOS INICIAIS,,,2.44,,,,,,,,,
040319,35040319,NORTE 2,ALFREDO GOMES PROF                                          ,SAO PAULO,ANOS INICIAIS,2.86,2.72,4.11,4.06,3.82,3.77,4.94,4.28,6.14,6.06,4.91,5.55
040344,35040344,SAO JOSE DOS CAMPOS,POSSIDONIO SALLES PROFESSOR                                 ,SAO JOSE DOS CAMPOS,ANOS INICIAIS,3.69,3.90,4.82,5.68,7.17,,,,,,,
040423,35040423,CAMPINAS LESTE,ANTONIO CARLOS COUTO DE BARROS DOUTOR                       ,CAMPINAS,ANOS INICIAIS,3.65,3.53,3.69,3.59,3.68,3.00,2.57,7.16,6.52,5.49,5.51,6.86
040587,35040587,CARAPICUIBA,LUIZ PEREIRA SOBRINHO PROFESSOR                             ,CARAPICUIBA,ANOS INICIAIS,,,,,,,,2.93,3.64,3.92,4.07,4.36
041166,35041166,SUZANO,JUSTINO MARCONDES RANGEL PROFESSOR                          ,FERRAZ DE VASCONCELOS,ANOS INICIAIS,1.79,1.65,2.17,1.94,2.03,1.88,3.84,4.00,3.72,,,
041191,35041191,DIADEMA,RODRIGO SOARES JUNIOR JORNALISTA                            ,DIADEMA,ANOS INICIAIS,4.03,4.24,4.75,4.55,4.67,5.36,6.09,7.04,8.14,7.84,7.25,6.53
041348,35041348,CARAPICUIBA,BASILIO BOSNIAC                                             ,CARAPICUIBA,ANOS INICIAIS,,,,,,,,,4.34,5.49,5.58,5.89
041798,35041798,SUL 3,ERODICE PONTES DE QUEIROZ REV                               ,SAO PAULO,ANOS INICIAIS,2.84,3.16,2.52,2.95,3.60,3.32,2.85,3.00,2.86,3.28,3.62,3.98
042134,35042134,SANTOS,IDALINO PINEZ PROFESSOR                                     ,GUARUJA,ANOS INICIAIS,2.68,2.47,3.35,3.16,3.41,3.54,3.02,2.58,4.17,4.08,3.83,3.93
042316,35042316,SAO JOSE DOS CAMPOS,MALBA THEREZA FERRAZ CAMPANER PROFESSORA                    ,SAO JOSE DOS CAMPOS,ANOS INICIAIS,4.27,4.41,4.58,4.66,5.02,5.43,4.45,4.56,5.93,6.15,5.40,6.67
042420,35042420,SOROCABA,RENATO SENECA DE SA FLEURY PROFESSOR                        ,SOROCABA,ANOS INICIAIS,4.45,3.88,,,,,,,,,,
042845,35042845,JABOTICABAL,WALTER BARIONI PROF                                         ,JABOTICABAL,ANOS INICIAIS,3.80,2.87,,,,,,,,,,
043345,35043345,SANTOS,MILTON BORGES YPIRANGA                                      ,GUARUJA,ANOS INICIAIS,1.87,,,,,,,,,,,
043588,35043588,SAO JOAQUIM DA BARRA,GRAZIELA MALHEIRO FORTES PROFESSORA                         ,SAO JOAQUIM DA BARRA,ANOS INICIAIS,1.71,2.63,2.95,3.07,4.30,6.01,4.77,3.42,5.24,5.30,6.26,
043631,35043631,MIRANTE DO PARANAPANEMA,PORTO PRIMAVERA                                             ,ROSANA,ANOS INICIAIS,2.69,3.80,4.46,4.66,6.80,5.37,7.09,4.28,6.18,7.17,8.82,9.72
043849,35043849,MAUA,SADA UMEIZAWA PROFESSORA                                    ,MAUA,ANOS INICIAIS,2.04,1.42,2.54,3.25,3.80,4.57,3.55,5.47,7.43,7.12,5.72,6.78
044842,35044842,TABOAO DA SERRA,HUGO CAROTINI                                               ,EMBU,ANOS INICIAIS,2.59,2.34,2.35,2.74,2.58,2.20,4.49,5.56,5.21,4.73,6.03,4.19
044885,35044885,TABOAO DA SERRA,FRANCISCO VICENTE LOPES GONCALVES PROFESSOR                 ,TABOAO DA SERRA,ANOS INICIAIS,3.36,3.35,2.79,4.23,2.95,,,,,,,
045603,35045603,MOGI MIRIM,AMELIA MASSARO PROFA                                        ,SERRA NEGRA,ANOS INICIAIS,3.40,2.46,4.01,3.95,4.28,4.41,3.16,4.51,5.18,5.23,4.53,4.98
046346,35046346,SUL 2,ARNALDO LAURINDO PROFESSOR                                  ,SAO PAULO,ANOS INICIAIS,2.81,3.27,3.65,2.32,3.05,3.13,3.32,4.12,4.69,4.60,4.21,4.39
046814,35046814,JACAREI,BENEDICTO MAURO DOS SANTOS PROF                             ,JACAREI,ANOS INICIAIS,3.75,4.32,5.02,4.33,4.86,4.83,,5.25,6.15,5.22,,
047089,35047089,BRAGANCA PAULISTA,IZOLINA PATROCINIO DE LIMA PROFESSORA                       ,ATIBAIA,ANOS INICIAIS,3.14,2.54,,,,,,,,,,
047200,35047200,CAMPINAS OESTE,ELVIRA DE PARDO MEO MURARO                                  ,CAMPINAS,ANOS INICIAIS,3.12,3.78,3.80,3.46,3.61,3.90,3.26,4.30,4.16,4.43,4.73,4.62
047314,35047314,LIMEIRA,OCTAVIO PIMENTA REIS                                        ,LIMEIRA,ANOS INICIAIS,4.70,4.52,4.61,4.12,5.22,4.92,4.86,5.16,6.64,6.47,5.30,7.02
040320,35040320,LESTE 1,CASSIO CIAMPOLINI DEPUTADO                                  ,SAO PAULO,ANOS INICIAIS,2.46,2.22,2.60,3.37,3.60,3.61,4.51,4.29,4.57,4.40,3.98,4.87
040356,35040356,ITARARE,OCTAVIO DE ALMEIDA BUENO PROFESSOR                          ,ITAPORANGA,ANOS INICIAIS,2.53,2.22,2.26,3.01,3.16,,,,,,,
040654,35040654,TABOAO DA SERRA,MARIA NELIDA SAMPAIO DE MELLO DONA                          ,EMBU,ANOS INICIAIS,,,2.08,3.36,2.37,,2.67,,4.82,3.88,4.52,5.05
040745,35040745,ITAPECERICA DA SERRA,EDUARDO ROBERTO DAHER                                       ,ITAPECERICA DA SERRA,ANOS INICIAIS,2.76,2.48,3.38,3.22,4.07,3.65,3.78,5.23,7.60,6.10,4.94,6.94
040824,35040824,SANTOS,IGNACIO MIGUEL ESTEFNO                                      ,GUARUJA,ANOS INICIAIS,3.64,2.90,2.35,2.28,,,,,,,,
040988,35040988,LESTE 1,MARIA AUGUSTA CORREA PROFESSORA                             ,SAO PAULO,ANOS INICIAIS,,,,3.37,3.12,3.12,4.19,3.53,4.53,4.27,5.25,5.56
041324,35041324,CARAPICUIBA,NIDELSE MARTINS DE ALMEIDA PROFESSORA                       ,CARAPICUIBA,ANOS INICIAIS,2.92,3.26,3.29,3.77,4.27,4.06,4.62,4.99,4.92,5.53,5.37,5.11
041415,35041415,SANTOS,CLEOBULO AMAZONAS DUARTE PROFESSOR                          ,SANTOS,ANOS INICIAIS,,3.23,4.91,4.18,4.43,,,,,,,
041592,35041592,REGISTRO,ALAY JOSE CORREA VEREADOR                                   ,REGISTRO,ANOS INICIAIS,2.94,,,,,,,,,,,
041658,35041658,SOROCABA,GUMERCINDO GONCALVES                                        ,SOROCABA,ANOS INICIAIS,4.62,4.28,4.81,6.74,5.51,5.55,4.93,6.28,6.66,6.46,6.07,7.44
041683,35041683,NORTE 1,OTTO DE BARROS VIDAL PROFESSOR                              ,SAO PAULO,ANOS INICIAIS,3.01,3.38,4.20,4.59,4.55,4.52,3.85,5.23,5.74,6.23,4.69,5.31
041749,35041749,SUL 2,ALBERTO BADRA DOUTOR                                        ,SAO PAULO,ANOS INICIAIS,4.34,3.76,4.48,4.11,4.15,3.87,4.31,4.85,5.29,4.78,5.45,5.89
041890,35041890,GUARULHOS NORTE,GLAUBER ROCHA                                               ,GUARULHOS,ANOS INICIAIS,3.28,3.43,3.83,4.37,4.86,5.12,5.19,5.27,5.83,6.06,5.76,6.22
041919,35041919,GUARULHOS SUL,SEBASTIAO WALTER FUSCO                                      ,GUARULHOS,ANOS INICIAIS,2.15,2.18,2.55,1.49,,,,,,,,
042419,35042419,SOROCABA,ELZA SALVESTRO BONILHA PROFESSORA                           ,SOROCABA,ANOS INICIAIS,2.61,2.08,3.02,3.60,4.32,3.60,4.22,3.69,,5.02,5.15,3.94
043060,35043060,SAO JOSE DO RIO PRETO,ALBERTO JOSE ISMAEL PROFESSOR                               ,SAO JOSE DO RIO PRETO,ANOS INICIAIS,3.42,3.09,5.05,6.78,6.69,6.27,6.04,7.64,7.06,6.21,5.33,
043321,35043321,DIADEMA,JOAO DE MELO MACEDO                                         ,DIADEMA,ANOS INICIAIS,2.67,2.80,3.63,3.36,3.98,3.46,3.64,4.72,5.63,5.09,5.44,4.85
043394,35043394,ITAPETININGA,JOSE DA CONCEICAO HOLTZ PROF                                ,ITAPETININGA,ANOS INICIAIS,2.68,4.41,4.67,4.65,3.54,4.72,,,,,,
043564,35043564,FRANCA,CESAR GARDINI PADRE                                         ,PEDREGULHO,ANOS INICIAIS,3.04,1.74,3.23,3.29,3.40,,,,,,,
044064,35044064,BAURU,JOSE RANIERI PROF                                           ,BAURU,ANOS INICIAIS,3.19,3.64,4.68,5.45,4.37,6.59,4.16,4.71,4.89,6.54,6.12,6.53
044325,35044325,LESTE 3,SALIM FARAH MALUF PROFESSOR                                 ,SAO PAULO,ANOS INICIAIS,2.88,3.01,3.61,3.45,3.35,2.57,3.59,3.93,,4.32,3.89,4.15
045068,35045068,MAUA,MAHATMA GHANDI                                              ,MAUA,ANOS INICIAIS,2.14,1.69,3.04,4.41,3.16,3.28,3.27,4.85,5.56,5.98,5.21,7.62
045093,35045093,MAUA,VILA MARQUESA DE SANTOS                                     ,RIBEIRAO PIRES,ANOS INICIAIS,5.17,5.40,5.21,5.28,5.21,6.99,6.15,5.04,6.72,6.02,5.85,4.89
045470,35045470,SAO JOSE DOS CAMPOS,MARILDA FERREIRA DE BRITO BARROS PEREIRA                    ,SAO JOSE DOS CAMPOS,ANOS INICIAIS,2.94,2.39,3.87,4.33,3.89,4.29,4.45,6.40,4.93,5.13,5.48,6.74
045559,35045559,SUMARE,MARIA RITA ARAUJO COSTA PROFESSORA                          ,HORTOLANDIA,ANOS INICIAIS,4.62,3.71,4.57,,,,,,,,,
045561,35045561,SUMARE,MARIANINA DE ROSIS MORAES PROFESSORA                        ,SUMARE,ANOS INICIAIS,4.35,4.13,5.65,,,,,,,,,
046036,35046036,NORTE 2,DIRCE PASTORE DONATO PROFA                                  ,SAO PAULO,ANOS INICIAIS,2.94,2.57,3.11,3.85,3.62,3.01,3.86,4.23,5.50,5.13,6.88,7.27
046061,35046061,SUL 2,ANTONIO AGGIO                                               ,SAO PAULO,ANOS INICIAIS,,,2.47,2.71,3.96,3.86,3.69,3.08,,4.69,4.84,4.74
046395,35046395,GUARULHOS NORTE,WALDOMIRO POMPEO PREFEITO                                   ,GUARULHOS,ANOS INICIAIS,2.70,2.75,3.45,3.96,3.56,3.67,3.22,4.49,4.50,5.04,5.06,6.07
046504,35046504,MAUA,SANTINHO CARNAVALE                                          ,RIBEIRAO PIRES,ANOS INICIAIS,2.70,3.29,3.00,3.00,4.41,3.32,3.96,2.97,,8.95,6.28,4.15
046536,35046536,ITAPECERICA DA SERRA,HELIO LUIZ DOBROCHINSKI PROF                                ,EMBU-GUACU,ANOS INICIAIS,3.54,4.01,4.12,4.37,5.29,4.68,5.20,4.64,5.54,6.24,5.77,6.13
047004,35047004,AMERICANA,HYLDA PARDO DE OLIVEIRA PROFA                               ,AMERICANA,ANOS INICIAIS,3.75,3.34,5.36,4.91,6.47,4.34,5.68,6.77,6.14,5.45,5.02,5.74
047065,35047065,MOGI MIRIM,NAIR DE ALMEIDA PROFA                                       ,SERRA NEGRA,ANOS INICIAIS,3.92,3.70,7.39,5.69,6.27,7.00,8.33,8.06,8.42,7.41,7.82,8.09
047375,35047375,PIRACICABA,HELIO PENTEADO DE CASTRO PROFESSOR                          ,PIRACICABA,ANOS INICIAIS,2.48,2.04,2.75,,,,,,,,,
047557,35047557,LINS,OCTACILIO DE OLIVEIRA PADRE                                 ,LINS,ANOS INICIAIS,2.22,1.53,2.73,3.12,2.80,1.86,2.37,4.50,3.03,4.17,3.57,3.51
048057,35048057,GUARULHOS SUL,RUBENS LOPES PASTOR                                         ,GUARULHOS,ANOS INICIAIS,4.30,2.25,3.42,3.53,4.24,4.28,3.56,3.94,4.25,5.13,,
048550,35048550,BIRIGUI,NAYR BORGES PENTEADO PROFA                                  ,BIRIGUI,ANOS INICIAIS,4.49,4.46,5.15,,,,,,,,,
048586,35048586,FRANCA,JOSEPHINA ZINNI ALMADA PROFA                                ,FRANCA,ANOS INICIAIS,4.51,5.37,5.69,6.13,6.90,6.54,5.55,7.87,6.32,6.19,6.88,7.54
048604,35048604,NORTE 2,PAULO LEIVAS MACALAO PASTOR                                 ,SAO PAULO,ANOS INICIAIS,1.82,2.06,1.89,2.25,3.23,4.44,3.67,4.34,4.82,4.45,5.37,4.33
048811,35048811,CAIEIRAS,ELVIRA PARADA MANGA PROFA                                   ,FRANCO DA ROCHA,ANOS INICIAIS,2.27,2.37,3.41,2.86,4.51,3.06,4.01,4.44,4.67,3.70,4.45,5.96
049086,35049086,ITAPECERICA DA SERRA,JOAQUIM MENDES FELIZ                                        ,EMBU-GUACU,ANOS INICIAIS,2.52,2.80,3.15,2.81,4.27,4.57,3.83,3.19,6.67,5.55,6.19,6.12
049897,35049897,AMERICANA,BENTO PENTEADO DOS SANTOS PROF                              ,AMERICANA,ANOS INICIAIS,3.91,3.49,4.80,4.57,4.77,4.98,3.88,6.27,5.48,4.86,5.16,5.18
065473,35065473,CAMPINAS OESTE,JOSE ROBERTO MAGALHAES TEIXEIRA PREFEITO                    ,CAMPINAS,ANOS INICIAIS,4.20,2.98,4.77,4.35,5.46,5.85,4.95,7.14,6.38,5.18,5.53,6.03
070221,35070221,ITAPETININGA,ALCEU GOMES DA SILVA PROF                                   ,ITAPETININGA,ANOS INICIAIS,,,1.85,3.11,2.01,3.23,,,,,,
079881,35079881,LESTE 2,VEREDAS                                                     ,SAO PAULO,ANOS INICIAIS,3.07,3.35,3.34,3.48,3.87,3.07,3.87,4.57,5.39,5.20,6.08,6.74
127784,35127784,CAMPINAS OESTE,ELCIO ANTONIO SELMI PROFESSOR                               ,CAMPINAS,ANOS INICIAIS,3.72,3.24,4.23,4.40,5.09,5.88,4.41,5.46,4.72,5.01,4.43,5.14
127802,35127802,ARARAQUARA,PARQUE DAS NACOES                                           ,GAVIAO PEIXOTO,ANOS INICIAIS,3.24,2.40,,,,,,,,,,
268297,35268297,SUZANO,LUCY FRANCO KOWALSKI PROFESSORA                             ,SUZANO,ANOS INICIAIS,2.65,3.89,3.57,3.84,3.91,3.99,4.46,3.87,4.62,4.96,4.84,4.66
269372,35269372,NORTE 2,LEOVERGILIO MOREIRA PROF                                    ,SAO PAULO,ANOS INICIAIS,2.83,2.91,2.55,2.80,4.78,3.99,3.98,5.37,5.32,4.26,4.33,4.29
284348,35284348,DIADEMA,DIADEMA                                                     ,DIADEMA,ANOS INICIAIS,3.99,4.84,4.43,4.53,4.10,5.70,4.77,5.78,,5.86,5.78,6.96
286631,35286631,CARAPICUIBA,MARIA ANDRELINA VIEIRA NASTURELES PROFESSORA                ,CARAPICUIBA,ANOS INICIAIS,2.66,2.59,3.03,4.58,3.80,4.36,2.86,4.64,5.70,4.04,,
424675,35424675,REGISTRO,BAIRRO SAPATU                                               ,ELDORADO,ANOS INICIAIS,,,4.54,,,,,,,,,
434292,35434292,LESTE 2,CRISTINA DE CASTRO PAES PROFESSORA                          ,SAO PAULO,ANOS INICIAIS,,,,2.31,3.21,2.38,3.51,2.89,3.94,4.85,4.60,5.51
438054,35438054,SUL 2,AGENOR DE MIRANDA ARAUJO NETO - CAZUZA                      ,SAO PAULO,ANOS INICIAIS,,,,2.27,3.32,2.57,3.10,3.57,3.54,4.15,4.30,4.36
461325,35461325,SUL 2,JARDIM IPE                                                  ,SAO PAULO,ANOS INICIAIS,,,,,,1.94,,,,3.57,3.89,4.21
559261,35559261,APIAI,BAIRRO CAXIMBA                                              ,APIAI,ANOS INICIAIS,4.35,,,,,,,,,,,
566020,35566020,SUL 1,PARQUE DOROTEIA                                             ,SAO PAULO,ANOS INICIAIS,,,,,,,,,3.91,3.92,4.97,3.80
577066,35577066,CAMPINAS OESTE,JARDIM OURO PRETO                                           ,CAMPINAS,ANOS INICIAIS,,,,,,,,,,,5.19,4.10
900761,35900761,RIBEIRAO PRETO,HELIO LOURENCO DE OLIVEIRA PROFESSOR                        ,RIBEIRAO PRETO,ANOS INICIAIS,2.47,1.27,,,,,,,,,,
901179,35901179,SAO JOAO DA BOA VISTA,ACACIO DOS SANTOS PELEGRINI PROFESSOR                       ,CASA BRANCA,ANOS INICIAIS,2.85,3.93,3.70,5.16,5.35,4.43,3.67,4.08,5.00,5.50,4.06,
901465,35901465,JACAREI,ANTONIO MARTINS DA SILVA PROF                               ,JACAREI,ANOS INICIAIS,3.26,3.10,5.49,4.82,4.07,4.65,,,,,,
901672,35901672,NORTE 1,RAUL ANTONIO FRAGOSO PROFESSOR                              ,SAO PAULO,ANOS INICIAIS,3.46,4.39,3.89,4.81,4.56,3.77,4.74,5.37,6.42,5.65,6.23,5.64
902226,35902226,LESTE 4,SHIRO KYONO DEPUTADO                                        ,SAO PAULO,ANOS INICIAIS,,,,4.15,4.03,2.45,3.28,3.37,3.49,4.29,3.42,4.69
902883,35902883,LESTE 3,LUIZ VAZ DE CAMOES                                          ,SAO PAULO,ANOS INICIAIS,3.74,3.79,3.86,4.14,4.07,3.65,3.86,4.37,5.03,5.08,5.11,5.53
902901,35902901,SUL 3,TANCREDO DE ALMEIDA NEVES PRES                              ,SAO PAULO,ANOS INICIAIS,1.73,2.72,3.15,2.37,3.07,2.70,2.39,3.19,,4.85,4.48,
903401,35903401,FRANCA,LIZETE PAULINO TEIXEIRA PROFA                               ,FRANCA,ANOS INICIAIS,4.07,3.95,4.27,4.33,5.25,4.40,4.20,4.74,5.42,5.79,4.50,4.64
903462,35903462,RIBEIRAO PRETO,GETULIO VARGAS DOUTOR                                       ,RIBEIRAO PRETO,ANOS INICIAIS,2.40,2.38,5.69,4.69,4.66,3.25,3.68,3.62,4.37,4.70,4.46,3.88
903905,35903905,CAMPINAS LESTE,ALBERTO MARTINS PROFESSOR                                   ,CAMPINAS,ANOS INICIAIS,4.24,4.10,6.33,5.43,5.05,4.38,3.91,4.36,5.28,4.83,6.08,5.28
903930,35903930,CAPIVARI,LAURINDO GOMES CARNEIRO CORONEL                             ,MONTE MOR,ANOS INICIAIS,3.21,,,,,,,,,,,
904173,35904173,CENTRO OESTE,JOAO XXIII                                                  ,SAO PAULO,ANOS INICIAIS,,,,3.02,3.50,2.97,2.74,2.98,4.73,4.69,4.36,
904348,35904348,SUL 2,MARTINHO DA SILVA                                           ,SAO PAULO,ANOS INICIAIS,2.13,2.11,3.42,2.86,3.09,3.22,3.80,3.86,,4.56,4.61,4.81
904387,35904387,CAIEIRAS,JUVENAL GOMES DO MONTE                                      ,FRANCO DA ROCHA,ANOS INICIAIS,2.90,2.57,5.48,,,,,,,,,
904430,35904430,ITAQUAQUECETUBA,ROQUE BARBOSA DE MIRANDA                                    ,ITAQUAQUECETUBA,ANOS INICIAIS,1.91,1.69,2.35,2.70,3.79,4.52,5.02,6.63,5.83,6.00,5.45,4.49
904491,35904491,MAUA,IVETE VARGAS DEPUTADA                                       ,RIO GRANDE DA SERRA,ANOS INICIAIS,4.24,3.42,4.30,5.28,6.17,5.08,5.70,4.76,4.68,6.41,5.34,5.67
904648,35904648,LESTE 2,LAURINDA RODRIGUES PEREIRA LEITE PROFA                      ,SAO PAULO,ANOS INICIAIS,3.14,3.07,3.85,4.25,4.54,4.42,3.58,4.69,5.22,5.40,5.74,5.33
904909,35904909,CAMPINAS OESTE,MARIA ISABEL GIUDICE DE ALBUQUERQUE CAVALCANTI PROFA        ,CAMPINAS,ANOS INICIAIS,4.39,3.52,4.31,3.98,5.59,5.80,6.39,4.31,7.08,5.44,4.51,6.35
905409,35905409,PIRASSUNUNGA,OSCAR ALVES JANEIRO PROFESSOR                               ,ARARAS,ANOS INICIAIS,5.16,4.90,5.64,6.21,5.96,6.91,6.84,6.53,7.30,8.18,7.74,6.85
905434,35905434,CAMPINAS OESTE,ROSENTINA FARIA SYLLOS PROFESSORA                           ,CAMPINAS,ANOS INICIAIS,2.63,3.80,4.26,5.48,6.40,6.38,7.13,7.50,7.06,6.92,6.71,6.13
906177,35906177,LESTE 3,CAMILO CASTELO BRANCO                                       ,SAO PAULO,ANOS INICIAIS,3.05,3.08,3.91,3.18,3.03,3.89,3.40,3.72,3.90,4.37,4.61,4.43
906645,35906645,DIADEMA,CLAUDIO ABRAMO                                              ,DIADEMA,ANOS INICIAIS,3.80,3.59,7.08,6.66,7.49,8.27,8.10,6.89,7.88,6.77,5.38,6.38
906931,35906931,SANTOS,MANOEL JOSE DA CRUZ PASTOR                                  ,GUARUJA,ANOS INICIAIS,,,3.03,3.09,3.47,2.67,3.19,,,,3.27,3.89
907388,35907388,CAMPINAS OESTE,FRANCISCO RIBEIRO SAMPAIO PROFESSOR                         ,CAMPINAS,ANOS INICIAIS,2.10,2.01,4.50,2.79,5.24,5.99,4.23,5.27,4.83,5.52,4.06,5.07
907431,35907431,SAO JOAO DA BOA VISTA,JOSE ZILAH GONCALVES DOS SANTOS PROFESSOR                   ,ITOBI,ANOS INICIAIS,3.37,4.12,5.26,5.68,6.01,6.61,4.69,4.76,5.67,4.93,4.88,5.00
907613,35907613,SUMARE,JARDIM SANTA CLARA DO LAGO II                               ,HORTOLANDIA,ANOS INICIAIS,3.21,2.12,3.65,,,,,,,,,
907881,35907881,RIBEIRAO PRETO,EXPEDICIONARIOS BRASILEIROS                                 ,RIBEIRAO PRETO,ANOS INICIAIS,2.01,0.97,1.78,2.06,1.63,2.97,2.81,2.60,5.14,4.72,4.66,
908149,35908149,SAO JOSE DO RIO PRETO,ALZIRA VALLE ROLEMBERG PROFESSORA                           ,SAO JOSE DO RIO PRETO,ANOS INICIAIS,3.71,3.69,,,,,,,,,,
908642,35908642,ITAQUAQUECETUBA,JARDIM AMERICA DO                                           ,ITAQUAQUECETUBA,ANOS INICIAIS,1.50,2.08,2.97,3.35,3.20,2.72,,5.47,3.54,,,
908885,35908885,SANTOS,ROBERTO AMAURY GALLIERA DOUTOR                              ,GUARUJA,ANOS INICIAIS,2.63,2.30,2.97,,,,,,,,,
